AIRPORT563,AIRPORT563,"DCAE Cosford Air Base","Cosford","United Kingdom",null,"EGWC"
AIRPORT1130,AIRPORT1130,"Hurghada International Airport","Hurghada","Egypt","HRG","HEGN"
AIRPORT562,AIRPORT562,"RAF Odiham","Odiham","United Kingdom","ODH","EGVO"
AIRPORT561,AIRPORT561,"RAF Brize Norton","Brize Norton","United Kingdom","BZZ","EGVN"
AIRPORT560,AIRPORT560,"RAF Fairford","Fairford","United Kingdom","FFD","EGVA"
AIRPORT3309,AIRPORT3309,"Suai Airport","Suai","East Timor",null,"WPDB"
AIRPORT3308,AIRPORT3308,"Penang International Airport","Penang","Malaysia","PEN","WMKP"
AIRPORT3307,AIRPORT3307,"Sultan Mahmud Airport","Kuala Terengganu","Malaysia","TGG","WMKN"
AIRPORT3306,AIRPORT3306,"Malacca Airport","Malacca","Malaysia","MKZ","WMKM"
AIRPORT3305,AIRPORT3305,"Langkawi International Airport","Langkawi","Malaysia","LGK","WMKL"
AIRPORT3304,AIRPORT3304,"Kuala Lumpur International Airport","Kuala Lumpur","Malaysia","KUL","WMKK"
AIRPORT3303,AIRPORT3303,"Senai International Airport","Johor Bahru","Malaysia","JHB","WMKJ"
AIRPORT1129,AIRPORT1129,"Cairo West Airport","Cairo","Egypt",null,"HECW"
AIRPORT3302,AIRPORT3302,"Sultan Azlan Shah Airport","Ipoh","Malaysia","IPH","WMKI"
AIRPORT1128,AIRPORT1128,"Cairo International Airport","Cairo","Egypt","CAI","HECA"
AIRPORT3301,AIRPORT3301,"Simpang Airport","Simpang","Malaysia",null,"WMKF"
AIRPORT1127,AIRPORT1127,"Abu Simbel Airport","Abu Simbel","Egypt","ABS","HEBL"
AIRPORT3300,AIRPORT3300,"Kerteh Airport","Kerteh","Malaysia","KTE","WMKE"
AIRPORT559,AIRPORT559,"RAF Wyton","Wyton","United Kingdom",null,"EGUY"
AIRPORT1126,AIRPORT1126,"El Nouzha Airport","Alexandria","Egypt","ALY","HEAX"
AIRPORT558,AIRPORT558,"RAF Wattisham","Wattisham","United Kingdom",null,"EGUW"
AIRPORT557,AIRPORT557,"RAF Mildenhall","Mildenhall","United Kingdom","MHZ","EGUN"
AIRPORT556,AIRPORT556,"RAF Lakenheath","Lakenheath","United Kingdom",null,"EGUL"
AIRPORT1123,AIRPORT1123,"Kisimayu Airport","Kismayu","Somalia","KMU","HCMK"
AIRPORT555,AIRPORT555,"RAF Benson","Benson","United Kingdom",null,"EGUB"
AIRPORT1122,AIRPORT1122,"Berbera Airport","Berbera","Somalia","BBO","HCMI"
AIRPORT554,AIRPORT554,"Oxford (Kidlington) Airport","Oxford","United Kingdom","OXF","EGTK"
AIRPORT1121,AIRPORT1121,"Egal International Airport","Hargeisa","Somalia","HGA","HCMH"
AIRPORT553,AIRPORT553,"Bristol Filton Airport","Bristol","United Kingdom","FZO","EGTG"
AIRPORT1120,AIRPORT1120,"Bujumbura International Airport","Bujumbura","Burundi","BJM","HBBA"
AIRPORT552,AIRPORT552,"Exeter International Airport","Exeter","United Kingdom","EXT","EGTE"
AIRPORT551,AIRPORT551,"Cranfield Airport","Cranfield","United Kingdom",null,"EGTC"
AIRPORT550,AIRPORT550,"Sheffield City Heliport","Fowlmere","United Kingdom",null,"EGSY"
AIRPORT1119,AIRPORT1119,"Asosa Airport","Asosa","Ethiopia","ASO","HASO"
AIRPORT1118,AIRPORT1118,"Mekele Airport","Makale","Ethiopia","MQX","HAMK"
AIRPORT1117,AIRPORT1117,"Lalibella Airport","Lalibella","Ethiopia","LLI","HALL"
AIRPORT549,AIRPORT549,"North Weald Airport","North Weald","United Kingdom",null,"EGSX"
AIRPORT1116,AIRPORT1116,"Jimma Airport","Jimma","Ethiopia","JIM","HAJM"
AIRPORT548,AIRPORT548,"London Stansted Airport","London","United Kingdom","STN","EGSS"
AIRPORT547,AIRPORT547,"Norwich International Airport","Norwich","United Kingdom","NWI","EGSH"
AIRPORT1114,AIRPORT1114,"Gonder Airport","Gondar","Ethiopia","GDQ","HAGN"
AIRPORT546,AIRPORT546,"Peterborough Business Airport","Peterborough","United Kingdom",null,"EGSF"
AIRPORT1113,AIRPORT1113,"Gambella Airport","Gambella","Ethiopia","GMB","HAGM"
AIRPORT545,AIRPORT545,"Cambridge Airport","Cambridge","United Kingdom","CBG","EGSC"
AIRPORT1112,AIRPORT1112,"Aba Tenna Dejazmach Yilma International Airport","Dire Dawa","Ethiopia","DIR","HADR"
AIRPORT544,AIRPORT544,"RAF Lossiemouth","Lossiemouth","United Kingdom","LMO","EGQS"
AIRPORT1111,AIRPORT1111,"Bahir Dar Airport","Bahar Dar","Ethiopia","BJR","HABD"
AIRPORT543,AIRPORT543,"RAF Leuchars","Leuchars","United Kingdom","ADX","EGQL"
AIRPORT1110,AIRPORT1110,"Axum Airport","Axum","Ethiopia","AXU","HAAX"
AIRPORT542,AIRPORT542,"Tiree Airport","Tiree","United Kingdom","TRE","EGPU"
AIRPORT541,AIRPORT541,"Stornoway Airport","Stornoway","United Kingdom","SYY","EGPO"
AIRPORT540,AIRPORT540,"Dundee Airport","Dundee","United Kingdom","DND","EGPN"
AIRPORT1109,AIRPORT1109,"Arba Minch Airport","Arba Minch","Ethiopia","AMH","HAAM"
AIRPORT1108,AIRPORT1108,"Lideta Army Airport","Addis Ababa","Ethiopia",null,"HAAL"
AIRPORT1107,AIRPORT1107,"Addis Ababa Bole International Airport","Addis Ababa","Ethiopia","ADD","HAAB"
AIRPORT539,AIRPORT539,"Scatsta Airport","Scatsta","United Kingdom","SCS","EGPM"
AIRPORT1106,AIRPORT1106,"São Pedro Airport","Sao Vicente Island","Cape Verde","VXE","GVSV"
AIRPORT538,AIRPORT538,"Benbecula Airport","Benbecula","United Kingdom","BEB","EGPL"
AIRPORT1105,AIRPORT1105,"Preguiça Airport","Sao Nocolau Island","Cape Verde","SNE","GVSN"
AIRPORT537,AIRPORT537,"Glasgow Prestwick Airport","Prestwick","United Kingdom","PIK","EGPK"
AIRPORT1104,AIRPORT1104,"Maio Airport","Maio","Cape Verde","MMO","GVMA"
AIRPORT536,AIRPORT536,"Islay Airport","Islay","United Kingdom","ILY","EGPI"
AIRPORT1103,AIRPORT1103,"Rabil Airport","Boa Vista","Cape Verde","BVC","GVBA"
AIRPORT535,AIRPORT535,"Edinburgh Airport","Edinburgh","United Kingdom","EDI","EGPH"
AIRPORT1102,AIRPORT1102,"Amílcar Cabral International Airport","Amilcar Cabral","Cape Verde","SID","GVAC"
AIRPORT534,AIRPORT534,"Glasgow International Airport","Glasgow","United Kingdom","GLA","EGPF"
AIRPORT1101,AIRPORT1101,"Tata Airport","Labe","Guinea","LEK","GULB"
AIRPORT533,AIRPORT533,"Inverness Airport","Inverness","United Kingdom","INV","EGPE"
AIRPORT1100,AIRPORT1100,"Faranah Airport","Faranah","Guinea","FAA","GUFH"
AIRPORT532,AIRPORT532,"Aberdeen Dyce Airport","Aberdeen","United Kingdom","ABZ","EGPD"
AIRPORT531,AIRPORT531,"Wick Airport","Wick","United Kingdom","WIC","EGPC"
AIRPORT530,AIRPORT530,"Sumburgh Airport","Sumburgh","United Kingdom","LSI","EGPB"
AIRPORT529,AIRPORT529,"Kirkwall Airport","Kirkwall","United Kingdom","KOI","EGPA"
AIRPORT528,AIRPORT528,"RAF Woodvale","Woodvale","United Kingdom",null,"EGOW"
AIRPORT526,AIRPORT526,"RAF Shawbury","Shawbury","United Kingdom",null,"EGOS"
AIRPORT525,AIRPORT525,"RAF Ternhill","Ternhill","United Kingdom",null,"EGOE"
AIRPORT524,AIRPORT524,"Llanbedr Airport","Llanbedr","United Kingdom",null,"EGOD"
AIRPORT523,AIRPORT523,"East Midlands Airport","East Midlands","United Kingdom","EMA","EGNX"
AIRPORT522,AIRPORT522,"Durham Tees Valley Airport","Teesside","United Kingdom","MME","EGNV"
AIRPORT521,AIRPORT521,"Newcastle Airport","Newcastle","United Kingdom","NCL","EGNT"
AIRPORT520,AIRPORT520,"Isle of Man Airport","Isle Of Man","Isle of Man","IOM","EGNS"
AIRPORT8199,AIRPORT8199,"Nightmute Airport","Nightmute","United States","NME","PAGT"
AIRPORT2899,AIRPORT2899,"Princess Juliana International Airport","Philipsburg","Netherlands Antilles","SXM","TNCM"
AIRPORT519,AIRPORT519,"Hawarden Airport","Hawarden","United Kingdom","CEG","EGNR"
AIRPORT2898,AIRPORT2898,"F. D. Roosevelt Airport","Oranjestad","Netherlands Antilles","EUX","TNCE"
AIRPORT518,AIRPORT518,"Warton Airport","Warton","United Kingdom",null,"EGNO"
AIRPORT2897,AIRPORT2897,"Hato International Airport","Willemstad","Netherlands Antilles","CUR","TNCC"
AIRPORT8195,AIRPORT8195,"Block Island State Airport","Block Island","United States","BID","KBID"
AIRPORT517,AIRPORT517,"Leeds Bradford Airport","Leeds","United Kingdom","LBA","EGNM"
AIRPORT2896,AIRPORT2896,"Flamingo International Airport","Kralendijk","Netherlands Antilles","BON","TNCB"
AIRPORT8194,AIRPORT8194,"Westerly State Airport","Washington County","United States","WST","KWST"
AIRPORT516,AIRPORT516,"Barrow Walney Island Airport","Barrow Island","United Kingdom","BWF","EGNL"
AIRPORT2895,AIRPORT2895,"Queen Beatrix International Airport","Oranjestad","Aruba","AUA","TNCA"
AIRPORT515,AIRPORT515,"Humberside Airport","Humberside","United Kingdom","HUY","EGNJ"
AIRPORT2894,AIRPORT2894,"Hewanorra International Airport","Hewandorra","Saint Lucia","UVF","TLPL"
AIRPORT514,AIRPORT514,"Blackpool International Airport","Blackpool","United Kingdom","BLK","EGNH"
AIRPORT2893,AIRPORT2893,"George F. L. Charles Airport","Castries","Saint Lucia","SLU","TLPC"
AIRPORT513,AIRPORT513,"Retford Gamston Airport","Repton","United Kingdom",null,"EGNE"
AIRPORT512,AIRPORT512,"Carlisle Airport","Carlisle","United Kingdom","CAX","EGNC"
AIRPORT2891,AIRPORT2891,"Robert L. Bradshaw International Airport","Basse Terre","Saint Kitts and Nevis","SKB","TKPK"
AIRPORT511,AIRPORT511,"Brough Airport","Brough","United Kingdom",null,"EGNB"
AIRPORT2890,AIRPORT2890,"Luis Munoz Marin International Airport","San Juan","Puerto Rico","SJU","TJSJ"
AIRPORT510,AIRPORT510,"Kent International Airport","Manston","United Kingdom","MSE","EGMH"
AIRPORT8189,AIRPORT8189,"Como (Idroscalo - Water Ad) Hidroport","Como","Italy",null,"LILY"
AIRPORT8188,AIRPORT8188,"Dallas Executive Airport","Dallas","United States","RBD","KRBD"
AIRPORT2889,AIRPORT2889,"Mercedita Airport","Ponce","Puerto Rico","PSE","TJPS"
AIRPORT8187,AIRPORT8187,"Morrisville Stowe State Airport","Morrisville","United States","MVL","KMVL"
AIRPORT509,AIRPORT509,"Lydd Airport","Lydd","United Kingdom","LYX","EGMD"
AIRPORT2888,AIRPORT2888,"Eugenio Maria De Hostos Airport","Mayaguez","Puerto Rico","MAZ","TJMZ"
AIRPORT508,AIRPORT508,"Southend Airport","Southend","United Kingdom","SEN","EGMC"
AIRPORT2887,AIRPORT2887,"Fernando Luis Ribas Dominicci Airport","San Juan","Puerto Rico","SIG","TJIG"
AIRPORT507,AIRPORT507,"London Heathrow Airport","London","United Kingdom","LHR","EGLL"
AIRPORT2886,AIRPORT2886,"Diego Jimenez Torres Airport","Fajardo","Puerto Rico","FAJ","TJFA"
AIRPORT506,AIRPORT506,"Blackbushe Airport","Blackbushe","United Kingdom","BBS","EGLK"
AIRPORT2885,AIRPORT2885,"Rafael Hernandez Airport","Aguadilla","Puerto Rico","BQN","TJBQ"
AIRPORT505,AIRPORT505,"Chalgrove Airport","Chalsgrove","United Kingdom",null,"EGLJ"
AIRPORT2884,AIRPORT2884,"Henry E Rohlsen Airport","St. Croix Island","Virgin Islands","STX","TISX"
AIRPORT8182,AIRPORT8182,"Flagler County Airport","Flagler","United States","XFL","KXFL"
AIRPORT504,AIRPORT504,"Farnborough Airport","Farnborough","United Kingdom","FAB","EGLF"
AIRPORT2883,AIRPORT2883,"Cyril E. King Airport","St. Thomas","Virgin Islands","STT","TIST"
AIRPORT503,AIRPORT503,"London City Airport","London","United Kingdom","LCY","EGLC"
AIRPORT2882,AIRPORT2882,"Point Salines International Airport","Point Salines","Grenada","GND","TGPY"
AIRPORT8180,AIRPORT8180,"Zona da Mata Regional Airport","Juiz de Fora","Brazil","IZA","SDZY"
AIRPORT502,AIRPORT502,"London Gatwick Airport","London","United Kingdom","LGW","EGKK"
AIRPORT2881,AIRPORT2881,"Pointe-à-Pitre Le Raizet","Pointe-a-pitre","Guadeloupe","PTP","TFFR"
AIRPORT501,AIRPORT501,"London Biggin Hill Airport","Biggin Hill","United Kingdom","BQH","EGKB"
AIRPORT500,AIRPORT500,"Shoreham Airport","Shoreham By Sea","United Kingdom","ESH","EGKA"
AIRPORT8179,AIRPORT8179,"St Stephan Airport","St.Stephan","Switzerland",null,"LSTS"
AIRPORT8178,AIRPORT8178,"Seppe Airport","Bosschenhoofd","Netherlands",null,"EHSE"
AIRPORT2879,AIRPORT2879,"L'Espérance Airport","St. Martin","Guadeloupe","SFG","TFFG"
AIRPORT8177,AIRPORT8177,"Cornwall Regional Airport","Cornwall","Canada","YCC","CYCC"
AIRPORT2878,AIRPORT2878,"Martinique Aimé Césaire International Airport","Fort-de-france","Martinique","FDF","TFFF"
AIRPORT2877,AIRPORT2877,"Melville Hall Airport","Dominica","Dominica","DOM","TDPD"
AIRPORT2876,AIRPORT2876,"Canefield Airport","Canefield","Dominica","DCF","TDCF"
AIRPORT2875,AIRPORT2875,"Sir Grantley Adams International Airport","Bridgetown","Barbados","BGI","TBPB"
AIRPORT2874,AIRPORT2874,"V.C. Bird International Airport","Antigua","Antigua and Barbuda","ANU","TAPA"
AIRPORT2873,AIRPORT2873,"Lethem Airport","Lethem","Guyana","LTM","SYLT"
AIRPORT2872,AIRPORT2872,"Linden Airport","Linden","Guyana",null,"SYLD"
AIRPORT2871,AIRPORT2871,"Valle de La Pascua Airport","Valle De La Pascua","Venezuela","VDP","SVVP"
AIRPORT2870,AIRPORT2870,"Dr. Antonio Nicolás Briceño Airport","Valera","Venezuela","VLV","SVVL"
AIRPORT2868,AIRPORT2868,"Arturo Michelena International Airport","Valencia","Venezuela","VLN","SVVA"
AIRPORT2867,AIRPORT2867,"Tumeremo Airport","Tumeremo","Venezuela",null,"SVTM"
AIRPORT8165,AIRPORT8165,"Mykines Heliport","Mykines","Faroe Islands",null,"EKMS"
AIRPORT2866,AIRPORT2866,"Tucupita Airport","Tucupita","Venezuela","TUV","SVTC"
AIRPORT2865,AIRPORT2865,"Santa Bárbara del Zulia Airport","Santa Barbara","Venezuela","STB","SVSZ"
AIRPORT2864,AIRPORT2864,"San Tomé Airport","San Tome","Venezuela","SOM","SVST"
AIRPORT8162,AIRPORT8162,"Charlevoix Municipal Airport","Charelvoix","United States","CVX","KCVX"
AIRPORT2863,AIRPORT2863,"San Fernando De Apure Airport","San Fernando De Apure","Venezuela","SFD","SVSR"
AIRPORT2862,AIRPORT2862,"Sub Teniente Nestor Arias Airport","San Felipe","Venezuela",null,"SVSP"
AIRPORT2861,AIRPORT2861,"Mayor Buenaventura Vivas International Airport","Santo Domingo","Venezuela","STD","SVSO"
AIRPORT2860,AIRPORT2860,"Santa Elena de Uairen Airport","Santa Ana De Uairen","Venezuela","SNV","SVSE"
AIRPORT2859,AIRPORT2859,"Santa Bárbara de Barinas Airport","Santa Barbara","Venezuela",null,"SVSB"
AIRPORT11099,AIRPORT11099,"General Dewitt Spain Airport","Memphis","United States",null,"KM01"
AIRPORT2858,AIRPORT2858,"San Antonio Del Tachira Airport","San Antonio","Venezuela","SVZ","SVSA"
AIRPORT11098,AIRPORT11098,"Greeley–Weld County Airport","Greeley","United States","GXY","KGXY"
AIRPORT2857,AIRPORT2857,"Palmarito Airport","Palmarito","Venezuela",null,"SVPT"
AIRPORT11097,AIRPORT11097,"The Farm Airport","Summit","United States",null,"24SC"
AIRPORT2856,AIRPORT2856,"General Manuel Carlos Piar International Airport","Guayana","Venezuela","PZO","SVPR"
AIRPORT11096,AIRPORT11096,"Coffeyville Municipal Airport","Coffeyville","United States","CFV","KCFV"
AIRPORT2855,AIRPORT2855,"Paramillo Airport","San Cristobal","Venezuela",null,"SVPM"
AIRPORT11095,AIRPORT11095,"Cox Field","Paris","United States","PRX","KPRX"
AIRPORT2854,AIRPORT2854,"General Bartolome Salom International Airport","Puerto Cabello","Venezuela","PBL","SVPC"
AIRPORT11094,AIRPORT11094,"Bay City Municipal Airport","Bay City","United States","BYY","KBYY"
AIRPORT8152,AIRPORT8152,"Blumenau Airport","BLUMENAU","Brazil","BNU","SSBL"
AIRPORT2853,AIRPORT2853,"Cacique Aramare Airport","Puerto Ayacucho","Venezuela","PYH","SVPA"
AIRPORT11093,AIRPORT11093,"Lampasas Airport","Lampasas","United States","LZZ","KLZZ"
AIRPORT2852,AIRPORT2852,"Maturín Airport","Maturin","Venezuela","MUN","SVMT"
AIRPORT11092,AIRPORT11092,"Larned Pawnee County Airport","Larned","United States","LQR","KLQR"
AIRPORT2851,AIRPORT2851,"Simón Bolívar International Airport","Caracas","Venezuela","CCS","SVMI"
AIRPORT11091,AIRPORT11091,"Augusta Municipal Airport","Augusta","United States","3AU","K3AU"
AIRPORT2850,AIRPORT2850,"Del Caribe Santiago Mariño International Airport","Porlamar","Venezuela","PMV","SVMG"
AIRPORT11090,AIRPORT11090,"Independence Municipal Airport","Independence","United States","IDP","KIDP"
AIRPORT8149,AIRPORT8149,"Suffield Heliport","Suffield","Canada","YSD","CYSD"
AIRPORT8148,AIRPORT8148,"Tsumeb Airport","Tsumeb","Namibia","TSB","FYTM"
AIRPORT2849,AIRPORT2849,"Alberto Carnevalli Airport","Merida","Venezuela","MRD","SVMD"
AIRPORT11089,AIRPORT11089,"Flagler Aerial Spraying Inc Airport","Flagler","United States",null,"CO00"
AIRPORT8147,AIRPORT8147,"Pembroke Airport","Pembroke","Canada","YTA","CYTA"
AIRPORT2848,AIRPORT2848,"La Chinita International Airport","Maracaibo","Venezuela","MAR","SVMC"
AIRPORT11088,AIRPORT11088,"Ulysses Airport","Ulysses","United States","ULS","KULS"
AIRPORT8146,AIRPORT8146,"Sharana Airstrip","Sharona","Afghanistan","AZ3","OASA"
AIRPORT2847,AIRPORT2847,"La Orchila Airport","La Orchila","Venezuela",null,"SVLO"
AIRPORT11087,AIRPORT11087,"Turkey Mountain Estates Airport","Shell Knob","United States",null,"MO00"
AIRPORT2846,AIRPORT2846,"La Fria Airport","La Fria","Venezuela","LFR","SVLF"
AIRPORT11086,AIRPORT11086,"Meade Municipal Airport","Meade","United States","MEJ","KMEJ"
AIRPORT2845,AIRPORT2845,"San Juan de Los Morros Airport","San Juan De Los Morros","Venezuela",null,"SVJM"
AIRPORT8143,AIRPORT8143,"Montgomery County Airpark","Gaithersburg","United States","GAI","KGAI"
AIRPORT2844,AIRPORT2844,"Josefa Camejo International Airport","Paraguana","Venezuela","LSP","SVJC"
AIRPORT11084,AIRPORT11084,"Guymon Municipal Airport","Guymon","United States","GUY","KGUY"
AIRPORT8142,AIRPORT8142,"Columbia Gorge Regional the Dalles Municipal Airport","The Dalles","United States",null,"KDLS"
AIRPORT2843,AIRPORT2843,"Andrés Miguel Salazar Marcano Airport","Isla De Coche","Venezuela",null,"SVIE"
AIRPORT8141,AIRPORT8141,"Ontario Municipal Airport","Ontario","United States",null,"KONO"
AIRPORT2842,AIRPORT2842,"Higuerote Airport","Higuerote","Venezuela",null,"SVHG"
AIRPORT11082,AIRPORT11082,"Galesburg Municipal Airport","Galesburg","United States","GBG","KGBG"
AIRPORT8140,AIRPORT8140,"Tillamook Airport","Tillamook","United States",null,"KTMK"
AIRPORT2841,AIRPORT2841,"Guanare Airport","Guanare","Venezuela","GUQ","SVGU"
AIRPORT11081,AIRPORT11081,"Front Range Airport","Denver","United States","FTG","KFTG"
AIRPORT2840,AIRPORT2840,"Guiria Airport","Guiria","Venezuela","GUI","SVGI"
AIRPORT11080,AIRPORT11080,"Elkhart Morton County Airport","Elkhart","United States","EHA","KEHA"
AIRPORT8139,AIRPORT8139,"Lake County Airport","Lakeview","United States",null,"KLKV"
AIRPORT8138,AIRPORT8138,"Marin County Airport - Gnoss Field","Novato","United States",null,"KDVO"
AIRPORT2839,AIRPORT2839,"Guasdalito Airport","Guasdualito","Venezuela",null,"SVGD"
AIRPORT11079,AIRPORT11079,"King Ranch Airport","Sutton","United States",null,"AK59"
AIRPORT8137,AIRPORT8137,"Red Bluff Municipal Airport","Red Bluff","United States",null,"KRBL"
AIRPORT2838,AIRPORT2838,"Elorza Airport","Elorza","Venezuela",null,"SVEZ"
AIRPORT11078,AIRPORT11078,"Neodesha Municipal Airport","Neodesha","United States","2K7","K2K7"
AIRPORT8136,AIRPORT8136,"Prineville Airport","Prineville","United States",null,"KS39"
AIRPORT2837,AIRPORT2837,"El Dorado Airport","El Dorado","Venezuela",null,"SVED"
AIRPORT11077,AIRPORT11077,"Kokomo Municipal Airport","Kokomo","United States","OKK","KOKK"
AIRPORT8135,AIRPORT8135,"Burns Municipal Airport","Burns","United States",null,"KBNO"
AIRPORT2836,AIRPORT2836,"Capitán Manuel Ríos Airbase","Carrizal","Venezuela",null,"SVCZ"
AIRPORT11076,AIRPORT11076,"Council Bluffs Municipal Airport","Council Bluffs","United States","CBF","KCBF"
AIRPORT8134,AIRPORT8134,"Christmas Valley Airport","Christmas Valley","United States",null,"K62S"
AIRPORT2835,AIRPORT2835,"Cumaná (Antonio José de Sucre) Airport","Cumana","Venezuela","CUM","SVCU"
AIRPORT11075,AIRPORT11075,"Sublette Municipal Airport","Sublette","United States","19S","K19S"
AIRPORT8133,AIRPORT8133,"Bend Municipal Airport","Bend","United States",null,"KBDN"
AIRPORT2834,AIRPORT2834,"Oscar Machado Zuluaga Airport","Caracas","Venezuela",null,"SVCS"
AIRPORT11074,AIRPORT11074,"Jim Kelly Field","Lexington","United States","LXN","KLXN"
AIRPORT2833,AIRPORT2833,"José Leonardo Chirinos Airport","Coro","Venezuela","CZE","SVCR"
AIRPORT11073,AIRPORT11073,"Wahoo Municipal Airport","Wahoo","United States","AHQ","KAHQ"
AIRPORT2832,AIRPORT2832,"General Francisco Bermúdez Airport","Carupano","Venezuela","CUP","SVCP"
AIRPORT11072,AIRPORT11072,"Yubileyniy Airfield","Baikonur","Kazakhstan",null,"UAON"
AIRPORT8130,AIRPORT8130,"Namtu Airport","Naypyidaw","Burma",null,"VYNT"
AIRPORT2831,AIRPORT2831,"Carora Airport","Carora","Venezuela",null,"SVCO"
AIRPORT11071,AIRPORT11071,"Pratt Regional Airport","Pratt","United States","PTT","KPTT"
AIRPORT2830,AIRPORT2830,"Canaima Airport","Canaima","Venezuela","CAJ","SVCN"
AIRPORT11070,AIRPORT11070,"Brewster Field","Holdredge","United States","HDE","KHDE"
AIRPORT2829,AIRPORT2829,"Calabozo Airport","Calabozo","Venezuela",null,"SVCL"
AIRPORT11069,AIRPORT11069,"Scott City Municipal Airport","Scott City","United States","TQK","KTQK"
AIRPORT8127,AIRPORT8127,"Khost Airport","Khost","Afghanistan","KHT","OAKS"
AIRPORT2828,AIRPORT2828,"San Carlos Airport","San Carlos","Venezuela",null,"SVCJ"
AIRPORT11068,AIRPORT11068,"New Castle Henry Co. Municipal Airport","New Castle","United States","UWL","KUWL"
AIRPORT8126,AIRPORT8126,"Wershofen/Eifel Airport","Wershofen","Germany",null,"EDRV"
AIRPORT2827,AIRPORT2827,"Caicara del Orinoco Airport","Caicara De Orinoco","Venezuela",null,"SVCD"
AIRPORT11067,AIRPORT11067,"Ridgely Airpark","Ridgely","United States",null,"KRJD"
AIRPORT2826,AIRPORT2826,"Aeropuerto \"General Tomas de Heres\". Ciudad Bolivar","Ciudad Bolivar","Venezuela","CBL","SVCB"
AIRPORT8124,AIRPORT8124,"Leverkusen Airport","Leverkusen","Germany",null,"EDKL"
AIRPORT8123,AIRPORT8123,"One Police Plaza Heliport","New York","United States",null,"NK39"
AIRPORT2824,AIRPORT2824,"Barquisimeto International Airport","Barquisimeto","Venezuela","BRM","SVBM"
AIRPORT8122,AIRPORT8122,"Portland Hillsboro Airport","Hillsboro","United States","HIO","KHIO"
AIRPORT2823,AIRPORT2823,"El Libertador Airbase","Maracaibo","Venezuela",null,"SVBL"
AIRPORT8121,AIRPORT8121,"Portland Troutdale Airport","Troutdale","United States","TTD","KTTD"
AIRPORT2822,AIRPORT2822,"Barinas Airport","Barinas","Venezuela","BNS","SVBI"
AIRPORT8120,AIRPORT8120,"Bad Dürkheim Airport","Bad Duerkheim","Germany",null,"EDRF"
AIRPORT2821,AIRPORT2821,"General Jose Antonio Anzoategui International Airport","Barcelona","Venezuela","BLA","SVBC"
AIRPORT2820,AIRPORT2820,"San Fernando de Atabapo Airport","San Fernando Deatabapo","Venezuela",null,"SVAT"
AIRPORT8119,AIRPORT8119,"Bad Neuenahr-Ahrweiler Airport","Bad Neuenahr","Germany",null,"EDRA"
AIRPORT8118,AIRPORT8118,"Ormond Beach Municipal Airport","Ormond Beach","United States","OMN","KOMN"
AIRPORT2819,AIRPORT2819,"Anaco Airport","Anaco","Venezuela","AAO","SVAN"
